Recipients Information=>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Distance(miles),Categories, ,PickUp Information =>,FirstName,LastName,Street,City,State,Postal,Country,Email,Phone,Day of Week
 ,Steven,Brown,2440 Wayside Lane,San Francisco,CA,94107,US,StevenMBrown@jourrapide.com,510-322-4900,4.349722014019923,"['Dairy', 'Cold Prepared']", , ,Leticia,Barnett,4526 Harrison Street,San Francisco,CA,94107,US,LeticiaDBarnett@jourrapide.com,415-496-1769,Friday
 ,Guillermo,Nord,2919 Jim Rosa Lane,San Francisco,CA,94108,US,GuillermoGNord@cuvox.de,415-839-2068,4.349767113835937,['Dairy'], , ,Christia,Stringer,3288 Station Street,San Francisco,CA,94103,US,ChristiaWStringer@cuvox.de,510-903-7842,Thursday
 ,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,4.350242234629191,"['Raw Meat', 'Dairy', 'Seafood', 'Hot Prepared']", , ,Rosa,Kautz,4544 Wayside Lane,San Francisco,CA,94108,US,RosaDKautz@jourrapide.com,510-331-3686,Saturday
 ,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,4.351092184213525,"['Seafood', 'Frozen']", , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,4.351917857983787,['Cold Prepared'], , ,Ricky,Loy,1798 Black Oak Hollow Road,San Francisco,CA,94107,US,RickyGLoy@fleckens.hu,408-717-3201,Friday
 ,John,Howard,4598 Delaware Avenue,San Francisco,CA,94124,US,JohnJHoward@gustr.com,415-341-8610,4.352385720373368,['Cold Prepared'], , ,Russell,Lavender,515 Ventura Drive,San Francisco,CA,94111,US,RussellDLavender@einrot.com,831-255-0707,Thursday
 ,Donna,Clark,1656 Ella Street,San Francisco,CA,94107,US,DonnaTClark@gustr.com,650-276-8952,4.353487356861642,"['Raw Meat', 'Dairy']", , ,Vicky,Heffner,1018 Wolf Pen Road,San Francisco,CA,94107,US,VickyHHeffner@gustr.com,650-389-2813,Saturday
 ,Treva,Bryant,2767 Black Oak Hollow Road,San Francisco,CA,94107,US,TrevaDBryant@jourrapide.com,408-702-0972,4.353907167891793,"['Seafood', 'Frozen']", , ,Pat,Andrade,4012 Pretty View Lane,San Francisco,CA,94103,US,PatAAndrade@fleckens.hu,707-929-6765,Saturday
 ,Tina,Hursey,730 Clifford Street,San Francisco,CA,94105,US,TinaWHursey@armyspy.com,510-629-2177,4.354485892595911,"['Raw Meat', 'Seafood', 'Hot Prepared']", , ,Stephen,Schwartz,4732 Roosevelt Street,San Francisco,CA,94107,US,StephenWSchwartz@gustr.com,415-418-2265,Tuesday
 ,Mariana,Summers,4991 Locust View Drive,San Francisco,CA,94108,US,MarianaJSummers@einrot.com,415-954-6888,4.355337588624728,"['Raw Meat', 'Dairy']", , ,Michael,Payne,4760 Boring Lane,San Francisco,CA,94122,US,MichaelSPayne@teleworm.us,415-682-7315,Friday
 ,Kathy,Myers,1327 Emily Renzelli Boulevard,San Francisco,CA,94107,US,KathyTMyers@dayrep.com,831-703-5247,4.355608947775973,['Frozen'], , ,Joseph,Knight,49 Larry Street,San Francisco,CA,94107,US,JosephJKnight@fleckens.hu,415-228-0159,Tuesday
 ,Mark,Leonard,2257 Roosevelt Street,San Francisco,CA,94124,US,MarkBLeonard@einrot.com,415-467-8655,4.356378318962347,[], , ,Kim,Vesey,2618 Jim Rosa Lane,San Francisco,CA,94108,US,KimPVesey@fleckens.hu,415-788-3856,Tuesday
 ,Imogene,Briley,2667 Thunder Road,San Francisco,CA,94108,US,ImogeneTBriley@superrito.com,650-483-9444,4.356799235340762,['Dairy'], , ,Kevin,Albro,1777 Boring Lane,San Francisco,CA,94108,US,KevinVAlbro@cuvox.de,415-627-3367,Thursday
 ,James,Pitts,4312 Alexander Avenue,San Francisco,CA,94111,US,JamesFPitts@cuvox.de,925-573-5318,4.3572484959647415,['Dairy'], , ,Lillian,Splawn,4268 Ella Street,San Francisco,CA,94107,US,LillianBSplawn@fleckens.hu,650-297-1472,Wednesday
 ,Kathryn,McDuffie,2231 Thunder Road,San Francisco,CA,94104,US,KathrynJMcDuffie@superrito.com,650-581-3448,4.358256348438438,"['Raw Meat', 'Hot Prepared']", , ,Bryan,Young,1517 Thunder Road,San Francisco,CA,94107,US,BryanFYoung@teleworm.us,650-466-8662,Tuesday
 ,Harriet,Patel,3664 Roosevelt Street,San Francisco,CA,94108,US,HarrietJPatel@armyspy.com,415-393-0301,4.359143134409264,"['Raw Meat', 'Dairy', 'Seafood']", , ,Tara,Ohanlon,693 Lindale Avenue,San Francisco,CA,94107,US,TaraJOhanlon@teleworm.us,510-584-9332,Thursday
 ,Sharon,Ashley,1482 Rardin Drive,San Francisco,CA,94107,US,SharonWAshley@rhyta.com,650-648-3736,4.3592760235924475,['Cold Prepared'], , ,Dallas,Pitcock,4773 Duck Creek Road,San Francisco,CA,94107,US,DallasVPitcock@gustr.com,650-793-9128,Friday
 ,Mary,Thomas,302 Station Street,San Francisco,CA,94103,US,MaryMThomas@jourrapide.com,510-870-1254,4.3592771997049935,"['Cold Prepared', 'Frozen']", , ,Rick,Jones,4769 Clifford Street,San Francisco,CA,94124,US,RickFJones@cuvox.de,510-686-4721,Friday
 ,Elizabeth,Jimenez,4534 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethIJimenez@gustr.com,650-412-7569,4.359728710060462,"['Raw Meat', 'Frozen']", , ,Candace,Page,4164 Ventura Drive,San Francisco,CA,94103,US,CandaceCPage@jourrapide.com,831-401-7957,Tuesday
 ,Edwin,Ingram,3086 Jim Rosa Lane,San Francisco,CA,94108,US,EdwinVIngram@teleworm.us,415-834-3217,4.3598857108144085,['Cold Prepared'], , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,4.359963698915831,"['Seafood', 'Cold Prepared', 'Frozen']", , ,Rebecca,Hicks,36 Park Street,San Francisco,CA,94103,US,RebeccaHHicks@gustr.com,925-459-8491,Wednesday
 ,Daniel,Huffman,208 Rardin Drive,San Francisco,CA,94104,US,DanielAHuffman@rhyta.com,650-645-8239,4.3600363544846505,"['Dairy', 'Cold Prepared']", , ,Chris,Christensen,2740 Delaware Avenue,San Francisco,CA,94107,US,ChrisAChristensen@rhyta.com,415-233-6945,Tuesday
 ,Karen,Brothers,2721 Jim Rosa Lane,San Francisco,CA,94107,US,KarenJBrothers@fleckens.hu,415-793-2817,4.3602456714140665,['Frozen'], , ,Candace,Page,4164 Ventura Drive,San Francisco,CA,94103,US,CandaceCPage@jourrapide.com,831-401-7957,Tuesday
 ,Arlene,Howard,4645 Hide A Way Road,San Francisco,CA,94107,US,ArleneJHoward@dayrep.com,408-213-0718,4.361799832291987,"['Raw Meat', 'Dairy', 'Hot Prepared']", , ,Vicky,Heffner,1018 Wolf Pen Road,San Francisco,CA,94107,US,VickyHHeffner@gustr.com,650-389-2813,Saturday
 ,Linda,Brown,2870 Haul Road,San Francisco,CA,94143,US,LindaEBrown@superrito.com,650-999-3353,4.362374262938601,['Raw Meat'], , ,Berneice,Wright,2164 Ella Street,San Francisco,CA,94107,US,BerneiceDWright@fleckens.hu,650-288-4514,Friday
 ,Jayme,Janicki,4120 Locust View Drive,San Francisco,CA,94105,US,JaymeDJanicki@armyspy.com,415-890-4101,4.362755698260188,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Jayme,Janicki,4120 Locust View Drive,San Francisco,CA,94105,US,JaymeDJanicki@armyspy.com,415-890-4101,4.363218679519915,['Hot Prepared'], , ,Paul,Nelson,4421 Wolf Pen Road,San Francisco,CA,94107,US,PaulCNelson@fleckens.hu,650-426-6337,Saturday
 ,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,4.363470853444225,['Cold Prepared'], , ,Scott,Hansen,3303 Delaware Avenue,San Francisco,CA,94108,US,ScottTHansen@gustr.com,415-272-8312,Thursday
 ,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,4.363479270242599,[], , ,Paula,Miller,4253 Harrison Street,San Francisco,CA,94107,US,PaulaPMiller@rhyta.com,415-483-7310,Tuesday
 ,Louella,Henshaw,4824 Boring Lane,San Francisco,CA,94107,US,LouellaLHenshaw@gustr.com,415-645-8313,4.3637963467901,['Raw Meat'], , ,Jeremy,Whitehead,3853 Harrison Street,San Francisco,CA,94122,US,JeremyFWhitehead@dayrep.com,415-476-4487,Saturday
 ,Kathy,Myers,1327 Emily Renzelli Boulevard,San Francisco,CA,94107,US,KathyTMyers@dayrep.com,831-703-5247,4.36394215764956,['Frozen'], , ,Louis,Smith,4425 Locust View Drive,San Francisco,CA,94143,US,LouisKSmith@gustr.com,415-978-4582,Wednesday
 ,Christopher,Armer,3421 Duck Creek Road,San Francisco,CA,94108,US,ChristopherMArmer@armyspy.com,650-766-1028,4.363957001136886,"['Hot Prepared', 'Cold Prepared']", , ,Maria,Williams,372 Roosevelt Street,San Francisco,CA,94143,US,MariaDWilliams@gustr.com,415-396-6915,Saturday
 ,Reggie,Hunter,3041 Boring Lane,San Francisco,CA,94107,US,ReggieTHunter@einrot.com,415-737-1680,4.364122424691457,"['Raw Meat', 'Hot Prepared', 'Cold Prepared']", , ,Elijah,Fugate,2388 Harrison Street,San Francisco,CA,94124,US,ElijahSFugate@jourrapide.com,415-508-0783,Friday
 ,Carol,Davis,2832 Pretty View Lane,San Francisco,CA,94103,US,CarolJDavis@superrito.com,707-885-2806,4.364282148960255,[], , ,Dallas,Pitcock,4773 Duck Creek Road,San Francisco,CA,94107,US,DallasVPitcock@gustr.com,650-793-9128,Friday
 ,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,4.364579520314259,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Reggie,Hunter,3041 Boring Lane,San Francisco,CA,94107,US,ReggieTHunter@einrot.com,415-737-1680,4.3646771958615265,"['Hot Prepared', 'Frozen']", , ,Sarah,Lawton,4629 Jim Rosa Lane,San Francisco,CA,94112,US,SarahBLawton@rhyta.com,415-841-5612,Saturday
 ,Ruth,Thornell,1807 Meadow Lane,San Francisco,CA,94103,US,RuthJThornell@rhyta.com,707-281-3007,4.365467470175446,[], , ,Kim,Vesey,2618 Jim Rosa Lane,San Francisco,CA,94108,US,KimPVesey@fleckens.hu,415-788-3856,Tuesday
 ,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,4.365739614808958,"['Dairy', 'Frozen']", , ,Rick,Jones,4769 Clifford Street,San Francisco,CA,94124,US,RickFJones@cuvox.de,510-686-4721,Friday
 ,Travis,Tiller,1778 Harrison Street,San Francisco,CA,94122,US,TravisETiller@gustr.com,415-504-1194,4.365851535347553,"['Cold Prepared', 'Frozen']", , ,Kristi,Depalma,493 Ella Street,San Francisco,CA,94143,US,KristiRDepalma@einrot.com,650-260-3103,Thursday
 ,Noah,Dent,1757 Harrison Street,San Francisco,CA,94108,US,NoahMDent@rhyta.com,415-544-2936,4.366374014157894,[], , ,Marcella,Graham,1172 Water Street,San Francisco,CA,94107,US,MarcellaGGraham@rhyta.com,925-282-5536,Wednesday
 ,Neil,Neal,1459 Davis Avenue,San Francisco,CA,94104,US,NeilLNeal@teleworm.us,707-669-3567,4.366984843909047,['Raw Meat'], , ,Philip,Browne,2428 Duck Creek Road,San Francisco,CA,94104,US,PhilipJBrowne@einrot.com,650-748-7682,Tuesday
 ,Neil,Neal,1459 Davis Avenue,San Francisco,CA,94104,US,NeilLNeal@teleworm.us,707-669-3567,4.367015049834598,['Raw Meat'], , ,Carroll,Keys,3529 Friendship Lane,San Francisco,CA,94104,US,CarrollRKeys@superrito.com,408-564-8129,Thursday
 ,Carol,Payne,484 Ella Street,San Francisco,CA,94107,US,CarolTPayne@gustr.com,650-297-9398,4.368009219052318,"['Raw Meat', 'Seafood', 'Hot Prepared']", , ,Devin,Greene,4752 Boring Lane,San Francisco,CA,94115,US,DevinDGreene@superrito.com,415-674-3293,Friday
 ,Beth,Pittman,828 Jim Rosa Lane,San Francisco,CA,94143,US,BethAPittman@einrot.com,415-803-8050,4.368077006853263,"['Cold Prepared', 'Frozen']", , ,Rick,Jones,4769 Clifford Street,San Francisco,CA,94124,US,RickFJones@cuvox.de,510-686-4721,Friday
 ,Carol,Davis,2832 Pretty View Lane,San Francisco,CA,94103,US,CarolJDavis@superrito.com,707-885-2806,4.368361455686991,['Dairy'], , ,Berneice,Wright,2164 Ella Street,San Francisco,CA,94107,US,BerneiceDWright@fleckens.hu,650-288-4514,Friday
 ,Melodie,Upson,204 Lindale Avenue,San Francisco,CA,94105,US,MelodieDUpson@jourrapide.com,510-485-8547,4.369329230938366,['Dairy'], , ,Nicole,Colon,3105 Locust View Drive,San Francisco,CA,94118,US,NicoleCColon@jourrapide.com,415-876-4014,Friday
 ,Mary,Tester,2387 Brown Street,San Francisco,CA,94124,US,MaryJTester@superrito.com,925-999-9487,4.3706331905610005,"['Hot Prepared', 'Frozen']", , ,Megan,Boykin,2681 Rardin Drive,San Francisco,CA,94143,US,MeganDBoykin@dayrep.com,650-682-0702,Saturday
 ,Arturo,Harman,3266 Harrison Street,San Francisco,CA,94115,US,ArturoTHarman@einrot.com,415-563-0322,4.370672564174661,[], , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,Aaron,Jones,2480 Harrison Street,San Francisco,CA,94107,US,AaronCJones@gustr.com,415-483-0135,4.371167947529809,"['Seafood', 'Cold Prepared']", , ,Andre,Reinert,4650 Lynch Street,San Francisco,CA,94103,US,AndreSReinert@teleworm.us,925-215-7348,Friday
 ,Brian,Manchester,473 Duck Creek Road,San Francisco,CA,94107,US,BrianMManchester@dayrep.com,650-749-1367,4.371216876895387,"['Hot Prepared', 'Frozen']", , ,Frank,McCoy,1251 Water Street,San Francisco,CA,94107,US,FrankMMcCoy@jourrapide.com,925-359-2949,Thursday
 ,Wilma,Parker,4737 Wolf Pen Road,San Francisco,CA,94107,US,WilmaLParker@superrito.com,650-426-3556,4.3720358234308145,"['Raw Meat', 'Seafood', 'Hot Prepared']", , ,Devin,Greene,4752 Boring Lane,San Francisco,CA,94115,US,DevinDGreene@superrito.com,415-674-3293,Friday
 ,Mary,Lininger,470 Roosevelt Street,San Francisco,CA,94107,US,MaryJLininger@dayrep.com,415-375-7962,4.3723354253151125,"['Raw Meat', 'Dairy', 'Seafood', 'Cold Prepared']", , ,Mary,Painter,2051 Roosevelt Street,San Francisco,CA,94108,US,MaryEPainter@fleckens.hu,415-403-2516,Tuesday
 ,Charles,Wilson,255 Davis Avenue,San Francisco,CA,94107,US,CharlesMWilson@cuvox.de,707-759-0206,4.372755328184194,"['Seafood', 'Hot Prepared']", , ,Kevin,Albro,1777 Boring Lane,San Francisco,CA,94108,US,KevinVAlbro@cuvox.de,415-627-3367,Thursday
 ,Loren,May,842 Sycamore Street,San Francisco,CA,94107,US,LorenJMay@armyspy.com,408-849-9471,4.372926952473169,['Frozen'], , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,Marta,Beavers,3169 Roosevelt Street,San Francisco,CA,94112,US,MartaRBeavers@rhyta.com,415-404-9268,4.373233516003225,[], , ,Mark,Ruiz,702 Jim Rosa Lane,San Francisco,CA,94143,US,MarkHRuiz@fleckens.hu,415-764-9431,Thursday
 ,Charles,Johnson,1080 Hillview Drive,San Francisco,CA,94103,US,CharlesPJohnson@dayrep.com,707-221-7928,4.373544565038555,['Frozen'], , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,James,Davis,4409 Wolf Pen Road,San Francisco,CA,94107,US,JamesBDavis@fleckens.hu,650-392-2779,4.375135625444067,"['Seafood', 'Cold Prepared', 'Frozen']", , ,Edward,Rivera,4852 Lindale Avenue,San Francisco,CA,94107,US,EdwardMRivera@einrot.com,510-493-0984,Wednesday
 ,Hazel,Pledger,4533 Hillview Drive,San Francisco,CA,94103,US,HazelBPledger@armyspy.com,707-216-2050,4.375435298285868,"['Raw Meat', 'Dairy']", , ,Jennie,White,2529 Locust View Drive,San Francisco,CA,94107,US,JennieMWhite@teleworm.us,415-968-6298,Wednesday
 ,Margaret,Danis,492 Harrison Street,San Francisco,CA,94107,US,MargaretRDanis@cuvox.de,415-515-0161,4.376384516482478,['Raw Meat'], , ,Jeremy,Whitehead,3853 Harrison Street,San Francisco,CA,94122,US,JeremyFWhitehead@dayrep.com,415-476-4487,Saturday
 ,Marion,Garland,4233 Ella Street,San Francisco,CA,94108,US,MarionPGarland@rhyta.com,650-296-9860,4.376391670252207,"['Raw Meat', 'Cold Prepared', 'Frozen']", , ,Jake,Pete,3507 Delaware Avenue,San Francisco,CA,94124,US,JakeKPete@einrot.com,415-341-8461,Thursday
 ,Beverly,Caldwell,4352 Harrison Street,San Francisco,CA,94107,US,BeverlyJCaldwell@gustr.com,415-531-7726,4.378333234314157,['Cold Prepared'], , ,Patricia,Reich,2170 Locust View Drive,San Francisco,CA,94115,US,PatriciaAReich@armyspy.com,415-921-5623,Thursday
 ,Stacey,Sutton,4701 Davis Avenue,San Francisco,CA,94103,US,StaceyMSutton@gustr.com,707-667-5226,4.379064132874636,"['Dairy', 'Hot Prepared']", , ,Edwin,Goodson,1074 Boring Lane,San Francisco,CA,94107,US,EdwinTGoodson@gustr.com,415-652-6109,Friday
 ,Harriet,Patel,3664 Roosevelt Street,San Francisco,CA,94108,US,HarrietJPatel@armyspy.com,415-393-0301,4.379365550574716,"['Dairy', 'Seafood', 'Cold Prepared']", , ,James,Whitehouse,4254 Roosevelt Street,San Francisco,CA,94143,US,JamesNWhitehouse@fleckens.hu,415-371-7474,Wednesday
 ,Nancy,Evans,1474 Locust View Drive,San Francisco,CA,94108,US,NancyREvans@einrot.com,415-986-6693,4.379417889485934,"['Raw Meat', 'Frozen']", , ,Vincent,Saltsman,3619 Boring Lane,San Francisco,CA,94143,US,VincentCSaltsman@gustr.com,415-644-9191,Thursday
 ,Dorothy,Dowdy,727 Boring Lane,San Francisco,CA,94103,US,DorothyKDowdy@rhyta.com,415-703-7778,4.379537363287552,['Hot Prepared'], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Tina,Hursey,730 Clifford Street,San Francisco,CA,94105,US,TinaWHursey@armyspy.com,510-629-2177,4.379791129474402,"['Raw Meat', 'Dairy', 'Seafood', 'Hot Prepared']", , ,Alex,Fondren,491 Delaware Avenue,San Francisco,CA,94108,US,AlexJFondren@gustr.com,415-248-3427,Wednesday
 ,James,Pitts,4312 Alexander Avenue,San Francisco,CA,94111,US,JamesFPitts@cuvox.de,925-573-5318,4.380308497800704,['Dairy'], , ,Steven,Thompson,731 Park Street,San Francisco,CA,94107,US,StevenJThompson@cuvox.de,925-374-4005,Saturday
 ,Donna,Clark,1656 Ella Street,San Francisco,CA,94107,US,DonnaTClark@gustr.com,650-276-8952,4.380574645335697,[], , ,Catherine,Parker,543 Harrison Street,San Francisco,CA,94143,US,CatherineJParker@jourrapide.com,415-577-4220,Tuesday
 ,Tina,Hursey,730 Clifford Street,San Francisco,CA,94105,US,TinaWHursey@armyspy.com,510-629-2177,4.380691223050111,"['Raw Meat', 'Seafood', 'Hot Prepared']", , ,John,Cain,1563 Delaware Avenue,San Francisco,CA,94110,US,JohnECain@fleckens.hu,415-282-2119,Thursday
 ,Nellie,Sievers,2569 Thunder Road,San Francisco,CA,94111,US,NellieJSievers@jourrapide.com,650-545-2880,4.380747660378183,"['Seafood', 'Hot Prepared']", , ,Joseph,Brown,4589 Meadow Lane,San Francisco,CA,94104,US,JosephLBrown@superrito.com,707-267-8353,Tuesday
 ,Scottie,Scoles,1819 Davis Avenue,San Francisco,CA,94103,US,ScottieLScoles@armyspy.com,707-750-0880,4.38081278378739,[], , ,Karrie,Rush,4237 Jim Rosa Lane,San Francisco,CA,94104,US,KarrieWRush@dayrep.com,415-779-0400,Saturday
 ,Malka,Weathersby,41 Jim Rosa Lane,San Francisco,CA,94108,US,MalkaDWeathersby@einrot.com,415-781-7825,4.381944047796029,[], , ,Candace,Page,4164 Ventura Drive,San Francisco,CA,94103,US,CandaceCPage@jourrapide.com,831-401-7957,Tuesday
 ,Lucille,Gunn,2006 Roosevelt Street,San Francisco,CA,94115,US,LucilleJGunn@superrito.com,415-409-4133,4.382634171062179,[], , ,Jose,Skaggs,2454 Davis Avenue,San Francisco,CA,94103,US,JoseDSkaggs@einrot.com,707-780-9700,Saturday
 ,Charles,Johnson,1080 Hillview Drive,San Francisco,CA,94103,US,CharlesPJohnson@dayrep.com,707-221-7928,4.382742203378728,['Cold Prepared'], , ,Jimmy,Kilmer,1598 Harrison Street,San Francisco,CA,94107,US,JimmyRKilmer@rhyta.com,415-592-6317,Friday
 ,Terese,Wilkins,2492 Forest Avenue,San Francisco,CA,94143,US,TereseAWilkins@superrito.com,650-202-7617,4.382832925482105,['Hot Prepared'], , ,Ida,Lyon,445 Jim Rosa Lane,San Francisco,CA,94103,US,IdaLLyon@einrot.com,415-863-2076,Saturday
 ,Kristen,Brown,4125 Friendship Lane,San Francisco,CA,94108,US,KristenMBrown@superrito.com,408-607-5735,4.383086517191656,"['Raw Meat', 'Cold Prepared', 'Frozen']", , ,Jake,Pete,3507 Delaware Avenue,San Francisco,CA,94124,US,JakeKPete@einrot.com,415-341-8461,Thursday
 ,Colby,Nino,4510 Delaware Avenue,San Francisco,CA,94104,US,ColbyGNino@gustr.com,415-276-7568,4.383433540397223,[], , ,Darius,Aycock,1720 Harrison Street,San Francisco,CA,94115,US,DariusJAycock@rhyta.com,415-561-1827,Tuesday
 ,Donna,Michalak,221 Thompson Drive,San Francisco,CA,94108,US,DonnaLMichalak@cuvox.de,510-387-6452,4.383578417820711,['Cold Prepared'], , ,Ozell,Milburn,347 Meadow Lane,San Francisco,CA,94108,US,OzellBMilburn@fleckens.hu,707-365-8445,Friday
 ,Manuela,Forster,1128 Wolf Pen Road,San Francisco,CA,94107,US,ManuelaDForster@jourrapide.com,650-362-9859,4.384278192529109,['Frozen'], , ,Frank,Smith,2303 Duck Creek Road,San Francisco,CA,94104,US,FrankJSmith@einrot.com,650-801-4685,Thursday
 ,Chester,Smart,1307 Cemetery Street,San Francisco,CA,94104,US,ChesterMSmart@teleworm.us,831-824-4746,4.384478750999992,[], , ,Jack,Harms,3433 Black Oak Hollow Road,San Francisco,CA,94108,US,JackBHarms@einrot.com,408-807-4097,Tuesday
 ,Malka,Weathersby,41 Jim Rosa Lane,San Francisco,CA,94108,US,MalkaDWeathersby@einrot.com,415-781-7825,4.385438445484704,[], , ,Amy,West,2826 Alexander Avenue,San Francisco,CA,94108,US,AmyEWest@fleckens.hu,925-549-0387,Tuesday
 ,Amy,Doyle,4916 Duck Creek Road,San Francisco,CA,94108,US,AmyJDoyle@superrito.com,650-862-7394,4.386221543217052,"['Raw Meat', 'Hot Prepared', 'Cold Prepared', 'Frozen']", , ,Joseph,Knight,49 Larry Street,San Francisco,CA,94107,US,JosephJKnight@fleckens.hu,415-228-0159,Tuesday
 ,Elizabeth,Jimenez,4534 Wolf Pen Road,San Francisco,CA,94107,US,ElizabethIJimenez@gustr.com,650-412-7569,4.3866430711590105,['Raw Meat'], , ,Bryan,Young,1517 Thunder Road,San Francisco,CA,94107,US,BryanFYoung@teleworm.us,650-466-8662,Tuesday
 ,Michael,Carter,1591 Delaware Avenue,San Francisco,CA,94107,US,MichaelDCarter@gustr.com,415-308-3956,4.387525139750304,"['Dairy', 'Cold Prepared']", , ,Steven,Thompson,731 Park Street,San Francisco,CA,94107,US,StevenJThompson@cuvox.de,925-374-4005,Saturday
 ,Joshua,Novick,3869 Wayside Lane,San Francisco,CA,94108,US,JoshuaSNovick@gustr.com,510-303-7800,4.388958630812617,[], , ,Ozell,Milburn,347 Meadow Lane,San Francisco,CA,94108,US,OzellBMilburn@fleckens.hu,707-365-8445,Friday
 ,Stephanie,Salas,3231 Wolf Pen Road,San Francisco,CA,94107,US,StephanieJSalas@superrito.com,650-449-3909,4.389500802026621,"['Seafood', 'Cold Prepared', 'Frozen']", , ,Frank,McCoy,1251 Water Street,San Francisco,CA,94107,US,FrankMMcCoy@jourrapide.com,925-359-2949,Thursday
 ,Tammara,Williams,1055 Boring Lane,San Francisco,CA,94122,US,TammaraMWilliams@gustr.com,415-682-8795,4.389693048599975,['Frozen'], , ,Steven,Fine,4297 Hillview Drive,San Francisco,CA,94103,US,StevenPFine@armyspy.com,707-204-1787,Tuesday
 ,Maria,Allen,3820 Boring Lane,San Francisco,CA,94143,US,MariaRAllen@einrot.com,415-598-4572,4.390316087302022,['Cold Prepared'], , ,Steven,Fine,4297 Hillview Drive,San Francisco,CA,94103,US,StevenPFine@armyspy.com,707-204-1787,Tuesday
 ,Guillermo,Nord,2919 Jim Rosa Lane,San Francisco,CA,94108,US,GuillermoGNord@cuvox.de,415-839-2068,4.390322394266756,"['Dairy', 'Cold Prepared']", , ,Ella,Murphy,2536 Ella Street,San Francisco,CA,94107,US,EllaJMurphy@superrito.com,650-242-2856,Saturday
 ,Palmer,Morales,1769 Wolf Pen Road,San Francisco,CA,94143,US,PalmerAMorales@teleworm.us,650-452-1546,4.391225986695587,"['Cold Prepared', 'Frozen']", , ,Frank,McCoy,1251 Water Street,San Francisco,CA,94107,US,FrankMMcCoy@jourrapide.com,925-359-2949,Thursday
 ,Bonita,Vue,338 Thunder Road,San Francisco,CA,94108,US,BonitaCVue@dayrep.com,650-455-3995,4.391768858878399,"['Dairy', 'Cold Prepared']", , ,Margaret,Redding,2631 Jim Rosa Lane,San Francisco,CA,94104,US,MargaretMRedding@armyspy.com,415-763-9722,Tuesday
 ,Maria,Lee,625 Marietta Street,San Francisco,CA,94103,US,MariaJLee@jourrapide.com,707-598-0429,4.392767228332717,['Dairy'], , ,Debra,Holt,1672 Driftwood Road,San Francisco,CA,94108,US,DebraEHolt@dayrep.com,408-348-5551,Saturday
 ,Kristen,Brown,4125 Friendship Lane,San Francisco,CA,94108,US,KristenMBrown@superrito.com,408-607-5735,4.394932146743979,[], , ,Jose,Skaggs,2454 Davis Avenue,San Francisco,CA,94103,US,JoseDSkaggs@einrot.com,707-780-9700,Saturday
 ,James,Varner,2885 Boring Lane,San Francisco,CA,94107,US,JamesEVarner@armyspy.com,415-683-8255,4.395459858504666,['Hot Prepared'], , ,Crystal,Parker,1036 Jim Rosa Lane,San Francisco,CA,94115,US,CrystalRParker@gustr.com,415-749-5498,Thursday
 ,Robert,Tripp,2250 Haul Road,San Francisco,CA,94104,US,RobertKTripp@rhyta.com,650-946-1913,4.396224791574515,['Seafood'], , ,Jimmy,Kilmer,1598 Harrison Street,San Francisco,CA,94107,US,JimmyRKilmer@rhyta.com,415-592-6317,Friday
